id,name,racing_chair,day_chair,off_road_chair,handbike,frame_runner,walking_frame,crutches,walking_stick
165,Hampstead Heath parkrun,10,25,70,25,55,10,50,55
2087,Hampton Oval parkrun,0,0,35,0,0,0,0,0
2161,Hamsterley Forest parkrun,0,0,25,0,0,0,0,0
387,Hanley parkrun,10,30,80,35,55,15,65,65
2659,Hanmer Forest parkrun,60,65,100,65,95,65,95,95
1128,Hanworth junior parkrun,0,0,20,0,0,0,0,0
1722,Hanworth parkrun,75,75,90,70,100,90,95,90
2311,Harayama koen parkrun,35,30,45,25,40,35,50,60
178,Harcourt Hill junior parkrun,0,0,35,0,0,0,0,0
847,Harcourt Hill parkrun,45,40,65,40,80,60,55,55
1414,Harkerville parkrun,15,15,60,20,35,0,30,45
2131,Harleston Magpies parkrun,0,10,55,15,35,0,45,45
254,Harlow junior parkrun,0,5,60,5,20,0,25,35
848,Harlow parkrun,0,0,55,10,20,0,35,40
2454,Harmony Boulevard parkrun,100,100,90,90,100,100,100,90
2633,Harold Park junior parkrun,0,0,35,0,15,0,10,20
1818,Harris Avenue parkrun,20,35,85,40,70,25,60,60
1016,Harrogate junior parkrun,0,0,20,0,0,0,0,0
294,Harrogate parkrun,20,30,65,30,45,25,35,40
708,Harrow Lodge junior parkrun,10,20,60,20,30,15,25,30
489,Harrow Lodge parkrun,0,0,60,0,0,0,0,0
127,Harrow parkrun,30,35,75,35,60,25,45,55
2177,Hart & Bosch Village parkrun,0,0,20,0,0,0,0,0
502,Hartlepool parkrun,15,20,40,10,50,25,55,70
863,Hartstown parkrun,60,60,75,50,90,65,80,85
981,Harwich parkrun,10,35,65,30,70,25,55,55
1355,Hasenheide parkrun,65,60,65,50,75,75,80,85
585,Hastings Foreshore parkrun,0,0,15,0,0,0,0,0
2237,Hastings High School parkrun,0,10,65,20,40,0,35,35
920,Hastings parkrun,30,20,55,30,45,0,25,40
2731,Hattori Ryokuchi parkrun,35,30,45,25,40,20,45,60
2542,Haulbowline Island junior parkrun,0,5,35,0,20,10,15,20
187,Havant parkrun,0,0,70,10,0,0,15,25
2381,Havelkanal parkrun,65,60,65,50,75,75,80,85
634,Haverfordwest parkrun,30,45,85,45,75,30,75,75
1386,Haverhill parkrun,0,0,0,0,0,0,0,0
530,Hawkwell junior parkrun,0,0,30,0,0,0,0,0
1616,Hay Lodge parkrun,55,60,80,55,85,60,80,80
2802,Hays Farm parkrun,0,0,90,10,20,0,50,60
978,Haywards Heath junior parkrun,0,0,0,0,0,0,0,0
1748,Hazeldean Farm parkrun,35,40,80,40,65,40,55,60
2475,Hazelmere Dam parkrun,0,0,60,0,0,0,0,10
1400,Hazelwood parkrun,0,10,80,20,25,0,35,40
646,"Hazlehead parkrun, Aberdeen",0,0,0,0,0,0,0,0
1266,Hazyview parkrun,50,55,80,50,80,50,75,80
1422,Heartlands parkrun,0,10,75,0,50,20,55,50
114,Heaton parkrun,35,40,80,50,60,35,55,60
974,Heavitree junior parkrun,0,5,60,5,20,0,35,35
1229,Heidedal parkrun,0,0,55,0,15,0,15,25
2306,Heijo kyuseki Rekishi koen parkrun,35,30,45,25,40,35,50,60
2690,Heiwa koen Kurashino mori parkrun,35,30,45,25,40,20,45,60
464,Helix junior parkrun,0,5,60,5,25,0,20,30
2098,Hellbrunn parkrun,65,60,65,50,75,75,80,85
231,Hemlington Lake junior parkrun,0,0,60,0,5,0,10,20
1651,Henderson Lake parkrun,100,100,100,100,100,100,100,100
2843,Henley Lake parkrun,5,15,60,15,25,0,30,40
1588,"Henley Wood parkrun, Oswestry",0,0,0,0,0,0,0,0
313,Henley-on-Thames parkrun,0,0,45,0,0,0,0,0
2048,Henlow Bridge Lakes parkrun,0,0,70,5,20,0,25,35
2077,Henry Kendall Reserve parkrun,0,0,35,0,0,0,0,0
2260,Hereford Leisure Centre junior parkrun,0,0,20,0,0,0,0,10
832,Hereford parkrun,50,60,95,55,100,65,95,90
2809,"Heritage Coastal Path parkrun, Easington",0,0,65,0,0,0,5,20
1248,"Heritage Harbor parkrun, Ottawa",10,30,80,35,45,0,60,60
1560,Heritage Park junior parkrun,0,0,35,0,0,0,0,10
1017,Hermanus parkrun,0,0,30,0,0,0,0,0
2209,Herne Bay Memorial Park junior parkrun,0,0,25,0,0,0,0,0
1780,Herrington Country parkrun,0,0,30,0,0,0,10,30
1357,Hertford junior parkrun,0,0,50,0,0,0,0,0
655,Hervey Bay parkrun,100,100,100,100,100,100,100,100
2644,Hesketh Park junior parkrun,0,0,30,0,10,0,10,20
956,Heslington parkrun,10,25,70,25,55,10,50,55
2782,Hetton Lyons Country Park junior parkrun,0,0,30,0,0,0,0,0
2773,Hidden Vale parkrun,0,0,55,15,10,0,15,30
1554,"Higginson parkrun, Marlow",0,5,70,10,25,0,40,50
907,Highbury Fields junior parkrun,0,0,40,0,5,0,5,15
215,Highbury Fields parkrun,30,40,75,35,70,25,65,70
1038,Highfields parkrun,0,0,65,0,0,0,10,20
572,Highlands parkrun,85,90,100,85,100,100,95,85
1673,Highwoods parkrun,0,0,65,0,0,0,15,30
1964,Hikarigaoka koen parkrun,35,30,45,25,40,35,50,60
2073,Hillsborough Forest parkrun,0,0,70,10,25,0,30,35
2118,Hillsborough junior parkrun,0,0,20,0,0,0,0,0
526,Hillsborough parkrun,5,20,70,20,50,0,45,55
1256,Hillside parkrun,0,0,55,0,0,0,5,15
416,Hilly Fields junior parkrun,35,45,85,45,75,50,65,60
443,Hilly Fields parkrun,80,90,100,90,100,100,100,100
1518,Hilton parkrun,0,0,25,0,0,0,0,0
1627,Himmel parkrun,0,15,80,20,35,0,45,50
2743,Hinksley Park Recreation Ground junior parkrun,25,25,45,15,45,35,40,45
1888,Hirono kaigankoen parkrun,35,30,45,25,40,35,50,60
1850,Hluhluwe parkrun,0,0,50,0,0,0,0,0
2749,Hoblers Bridge Reserve parkrun,0,0,75,5,10,0,35,45
1764,Hoblingwell junior parkrun,0,0,70,0,15,0,20,30
380,Hoblingwell parkrun,0,5,85,15,30,0,45,45
1733,Hobsonville Point parkrun,20,25,60,20,45,15,50,60
2028,Hockgraben parkrun,0,0,20,0,0,0,5,20
888,Hockley Woods parkrun,0,0,40,0,0,0,0,0
1257,Hoedspruit parkrun,0,0,50,0,15,0,20,35
1709,Hogmoor Inclosure junior parkrun,0,0,30,0,0,0,0,0
1381,Hogmoor Inclosure parkrun,0,0,60,0,0,0,15,20
1097,Hogsback parkrun,0,0,40,0,5,0,15,30
2458,Holbrooks parkrun,25,30,55,25,50,25,45,50
1025,Holkham parkrun,15,25,65,30,40,0,40,45
2605,Holmebrook Valley junior parkrun,0,0,35,0,0,0,0,0
1765,Holy Cross College parkrun,85,80,90,80,100,75,95,90
2282,Holyrood parkrun,5,20,70,20,50,0,45,55
1671,Homestead Lake parkrun,45,60,100,60,95,60,95,85
2123,Homestead parkrun,25,20,35,10,35,25,20,35
469,Homewood parkrun,0,0,0,0,0,0,0,0
2409,Hopkins Land parkrun,0,0,55,5,5,0,15,30
2559,Horfield Common junior parkrun,0,0,35,0,0,0,5,10
1845,Horinouchi koen parkrun,35,30,45,25,40,35,50,60
2645,Hornfair Park junior parkrun,25,30,55,25,45,40,35,35
1598,Horseshoe Bay Reserve parkrun,20,40,85,40,55,30,55,55
2259,Horsforth Hall junior parkrun,0,0,0,0,0,0,0,5
584,Horsham junior parkrun,5,15,65,20,40,10,35,35
372,Horsham parkrun,15,35,85,35,55,15,60,60
1979,Horspath parkrun,40,65,100,65,100,50,100,95
944,Horton Park parkrun,100,90,95,90,100,100,100,100
156,Houghton Hall junior parkrun,0,0,30,0,0,0,0,0
412,Houghton Hall parkrun,0,15,85,25,20,0,45,45
1313,Hout Bay parkrun,0,0,40,0,0,0,0,10
1567,Hove Park junior parkrun,100,75,85,85,100,100,90,75
963,Hove Promenade parkrun,0,10,65,15,30,0,40,40
1826,Howard Temin Lakeshore Path parkrun,0,5,65,5,25,0,35,45
2380,Hoërskool Ben Viljoen parkrun,0,0,50,0,0,0,20,35
1085,Hucknall junior parkrun,10,25,75,25,45,10,45,50
755,Huddersfield junior parkrun,0,0,50,0,0,0,0,5
336,Huddersfield parkrun,0,25,80,30,45,0,60,65
1251,Huddinge parkrun,55,45,55,40,65,50,60,70
458,Huddle parkrun,0,10,65,10,35,0,45,55
129,Hull parkrun,100,100,100,95,100,100,100,100
758,Humber Bridge parkrun,0,0,35,0,0,0,0,10
1846,Hunstanton Promenade parkrun,80,80,90,70,100,90,85,85
506,Huntingdon parkrun,0,15,95,0,50,0,65,70
834,Huskisson parkrun,0,0,50,0,0,0,0,0
2410,Hutton Recreation Ground junior parkrun,0,0,45,0,10,0,10,20
639,Hyde junior parkrun,0,0,40,0,5,0,5,15
203,Hyde parkrun,0,0,45,0,0,0,0,0
179,Hyndburn parkrun,0,0,90,0,15,0,35,40
2451,ITC Community Sports parkrun,60,65,85,55,95,70,80,85
1838,Ifield Mill Pond parkrun,0,0,30,0,20,0,40,50
2018,Illaunmanagh parkrun,0,10,80,15,30,0,40,50
1465,Inch Beach parkrun,0,0,35,0,0,0,0,0
2709,Ingrebourne Hill parkrun,0,0,5,0,0,0,5,15
2242,Inibos parkrun,0,0,65,0,0,0,10,25
2420,Inis Meáin parkrun,35,35,55,30,60,35,55,60
2837,Innpromenade parkrun,65,60,65,50,75,75,80,85
1272,Invercargill parkrun,5,20,75,25,30,0,35,45
595,Inverell parkrun,100,90,80,75,100,100,100,100
293,Inverleith junior parkrun,20,20,45,10,40,25,35,45
788,Inverloch parkrun,20,20,50,15,30,15,20,35
549,Ipswich QLD parkrun,100,100,90,85,100,100,100,100
806,Ipswich junior parkrun,0,0,45,0,0,0,0,10
1868,Irchester Country parkrun,0,0,50,0,0,0,0,0
1637,Isabel Trail parkrun,0,0,70,0,20,0,35,40
1958,Itchen Valley Country parkrun,0,0,75,0,0,0,0,10
2651,Iveagh Sports Ground junior parkrun,0,0,25,0,15,5,15,20
2713,Ivydale parkrun,0,0,0,0,0,0,0,0
1390,Jacks Road junior parkrun,0,0,55,0,0,0,0,0
2467,Jakes Point parkrun,65,55,50,45,75,75,65,65
1421,Jamaica Pond parkrun,30,35,70,35,75,35,65,65
2198,Jamestown Golf Course parkrun,0,0,50,0,15,0,20,35
2613,Jan Alfano Trail parkrun,15,25,75,25,60,15,60,65
2221,Jarrahdale Heritage parkrun,0,0,50,5,0,0,25,30
902,Jells parkrun,0,0,45,0,0,0,0,0
2800,Jenkins Park parkrun,0,0,60,0,0,0,5,20
2314,Jerrabomberra Mountain Reserve parkrun,0,5,55,15,20,0,35,45
1626,Jersey Farm parkrun,0,0,0,0,0,0,0,0
997,Jersey parkrun,0,30,85,5,50,15,80,80
1856,Jesmond Dene parkrun,0,0,45,10,35,0,45,60
2582,Jeune Park parkrun,0,10,50,10,25,0,30,35
1482,Jindabyne parkrun,85,75,70,60,100,95,85,90
1670,Jock Trail parkrun,20,25,60,20,45,15,50,60
1446,Joe Creason parkrun,35,45,80,45,75,35,70,70
321,Jordanstown junior parkrun,0,0,55,0,0,0,0,15
1472,Jubilee Way parkrun,40,50,85,45,70,40,75,80
306,Jubilee junior parkrun,75,60,85,65,100,85,60,55
1860,Jubilee parkrun,0,0,60,5,15,0,30,35
2808,"Jubilee parkrun, Bedford",0,10,50,0,45,5,50,55
2581,"Jubilee parkrun, Tenterfield",25,40,85,45,75,35,65,60
2672,Judarskogen parkrun,20,35,90,40,70,25,70,70
2342,Jurien Bay Foreshore parkrun,20,15,40,10,25,10,20,35
1646,KM Reedy Reserve parkrun,85,85,100,90,100,90,100,100
1866,Kadina Trail parkrun,0,10,95,20,45,0,50,55
1974,Kagerzoom parkrun,50,45,60,40,65,65,45,45
2684,Kai Kai parkrun,30,30,50,25,40,35,30,35
568,Kalgoorlie-Boulder parkrun,0,0,0,0,0,0,0,0
1181,Kamay parkrun,10,20,65,25,30,0,35,40
2575,Kambaku Golf Club parkrun,0,10,85,15,30,0,50,60
1857,Kameeldoring parkrun,20,30,65,30,45,20,55,55
1285,"Kanata parkrun, Ottawa",65,80,100,80,100,75,100,100
1298,Kangaroo Island parkrun,20,25,60,20,45,15,50,60
876,Kapiti Coast parkrun,0,0,45,0,0,0,5,25
1177,Karkarook parkrun,40,55,95,55,70,45,70,70
2230,Karoola Park parkrun,0,10,80,20,25,0,35,40
1965,Karpendonkse Plas parkrun,0,20,100,40,50,0,55,60
1759,Kashiwanoha parkrun,35,30,45,25,40,35,50,60
2082,Kastanienallee parkrun,90,75,75,70,95,80,90,95
1988,Kate Reed parkrun,0,0,0,0,0,0,0,0
2526,Katherine Hot Springs parkrun,100,100,95,90,100,100,100,100
2537,Katherine Warington School junior parkrun,0,0,0,0,0,0,0,0
1258,Kathu parkrun,15,25,70,20,40,10,45,55
2676,Katy Trail parkrun,80,90,100,85,100,100,100,100
475,Kawana parkrun,0,0,45,0,0,0,0,10
1092,Kedron parkrun,10,25,85,30,55,5,50,55
1713,Kei Mouth parkrun,20,30,70,25,50,20,50,60
2641,Kellands Park junior parkrun,0,0,55,0,0,0,15,30
1393,Kelvin Grove parkrun,60,60,75,50,90,65,80,85
2334,Kemnader See parkrun,45,40,55,35,55,60,55,60
2181,Kennington Park junior parkrun,30,30,45,20,50,45,45,45
712,Kennington Reservoir parkrun,40,35,55,35,45,20,40,55
1383,Kensington parkrun,0,0,50,0,0,0,0,5
1601,Kenton Rec junior parkrun,20,25,50,20,40,30,40,40
1932,Kerang Regional parkrun,0,0,35,0,0,0,0,20
483,Kesgrave junior parkrun,0,0,30,0,0,0,0,0
821,Kesgrave parkrun,0,5,75,20,50,0,35,45
180,Keswick junior parkrun,0,0,10,0,0,0,0,0
738,Keswick parkrun,45,35,60,35,70,30,40,50
322,Kettering parkrun,0,0,45,0,0,0,0,0
1640,Kew Woods parkrun,20,35,80,35,60,10,70,70
2821,Kewarra Beach parkrun,25,20,40,15,30,20,25,35
587,Kidds Beach parkrun,5,10,60,15,30,0,25,35
1737,Kiessee parkrun,30,30,55,25,35,30,45,55
2580,Kilkenny Countryside Park junior parkrun,0,0,10,0,0,0,0,0
831,Kilkenny parkrun,0,0,10,0,0,0,0,20
2252,Killarney House junior parkrun,0,0,25,0,10,0,10,20
1806,Killarney House parkrun,65,65,75,55,95,75,85,85
317,Killerton parkrun,0,0,25,0,0,0,0,0
2416,Kilmore Racecourse Walking Track parkrun,20,25,60,20,45,15,50,60
915,Kimberley parkrun,15,15,35,10,20,10,30,45
2097,"King George Playing Fields junior parkrun, Hull",0,0,85,5,30,0,45,45
1813,"King George V Playing Field parkrun, Cheltenham",0,0,0,0,0,0,0,0
1894,King George V junior parkrun,0,0,60,0,10,0,20,30
1564,King George junior parkrun,55,45,55,40,70,50,55,55
2412,"King GeorgeV Playing Field junior parkrun, MillEnd",0,20,80,25,45,0,50,45
1710,Kingdom parkrun,0,0,55,0,10,0,20,30
988,Kings Weston junior parkrun,0,0,15,0,0,0,0,0
527,Kingsbury Water parkrun,0,0,50,0,0,0,0,0
474,Kingscliff parkrun,65,50,70,50,75,50,45,55
2428,Kingsgrove Woodland junior parkrun,0,0,30,0,0,0,0,10
1833,Kingston Park parkrun,40,30,60,35,50,35,30,40
167,Kingston parkrun,30,35,65,30,60,30,50,60
142,"Kingsway parkrun, Gloucester",0,0,0,0,0,0,0,0
1407,King’s Lynn junior parkrun,20,20,45,10,40,25,35,45
383,King’s Lynn parkrun,100,80,95,95,100,100,95,80
2705,King’s Park junior parkrun,0,0,30,0,5,0,5,10
701,Kirkcaldy parkrun,0,0,40,0,0,0,0,10
2243,Kirkdale Reserve parkrun,5,20,80,20,25,0,30,40
1431,Kirkwall parkrun,35,40,65,35,65,40,55,60
404,Kirra parkrun,50,45,60,35,60,50,50,60
2536,Kitanagase Mirai Fureai Sogokoen parkrun,35,30,45,25,40,35,50,60
1570,Kiwanis parkrun,90,90,100,80,100,100,100,100
2689,Kleinevalleij parkrun,0,0,10,0,0,0,0,0
2207,Kleinplaas parkrun,5,20,65,20,45,5,55,55
2216,Klipspringer Lodge parkrun,20,25,60,20,45,15,50,60
1132,Knavesmire junior parkrun,0,0,20,0,0,0,10,25
1692,Knockanacree Woods parkrun,0,0,50,0,0,0,0,0
760,Knocknacarra parkrun,0,0,45,0,0,0,0,5
207,Knowsley parkrun,20,30,100,70,80,0,80,75
678,Knysna parkrun,95,80,80,70,100,100,85,85
1279,Komani parkrun,0,15,70,20,35,0,50,50
1316,Koonwarra parkrun,0,10,70,15,15,0,30,40
1487,Koster parkrun,50,45,65,40,80,55,65,70
2761,Kovach parkrun,100,100,100,95,100,100,100,100
1590,Kralinbergh parkrun,0,0,0,0,0,0,0,0
1931,Kralingse Bos parkrun,60,60,75,55,80,70,65,70
1224,Kroonstad parkrun,0,0,65,0,0,0,5,20
2726,Krupunder See parkrun,65,60,65,50,75,75,80,85
1457,Kräherwald parkrun,85,75,75,65,100,100,95,95
886,Kununurra parkrun,5,20,75,20,30,0,40,50
1953,Kurt-Schumacher-Promenade parkrun,30,30,55,25,35,30,45,55
1983,Kwanele parkrun,60,50,50,40,70,65,60,65
1333,Küchenholz parkrun,65,60,65,50,75,75,80,85
1183,Ladysmith parkrun,5,20,80,25,50,0,55,60
2316,Lahden satama parkrun,55,50,65,45,65,70,65,65
1973,Lahnwiesen parkrun,90,75,75,70,95,65,85,95
2016,Lake Boga Foreshore parkrun,95,95,100,85,100,100,100,100
2231,Lake Claremont parkrun,0,0,65,0,0,0,15,20
543,Lake Joondalup parkrun,100,100,100,100,100,100,100,100
517,Lake Mac parkrun,80,75,85,65,100,95,95,95
2816,Lake Mary Ann Tingkkarli parkrun,85,75,75,65,100,90,90,95
1823,Lake Meadows junior parkrun,0,0,55,0,30,0,35,35
2608,Lake Pacawa parkrun,55,60,90,55,100,65,90,90
2356,Lake Wallace parkrun,10,25,80,30,55,10,60,60
2313,Lake2Lake Trail parkrun,30,45,80,40,55,25,75,80
654,Lakes Entrance parkrun,55,60,80,55,85,60,80,80
686,Lakeview parkrun,55,50,60,40,70,60,55,65
229,Laleham junior parkrun,0,0,25,0,5,0,5,20
1102,Lalor parkrun,0,15,75,20,20,0,25,35
1538,Lanark Moor parkrun,0,0,25,0,0,0,0,0
1058,Lancaster parkrun,0,0,0,0,0,0,0,0
916,Lancefield parkrun,0,5,40,5,15,0,30,40
1540,Lancing Beach Green parkrun,5,10,60,25,35,0,30,40
2081,Landesgartenschau Park parkrun,0,0,20,0,0,0,5,20
1886,Land’s End parkrun,40,45,75,40,75,50,55,60
869,Langebaan parkrun,15,35,90,35,60,10,70,75
702,Lanhydrock parkrun,0,0,55,0,5,0,15,30
1252,Lanseria parkrun,0,0,50,0,0,0,10,15
1397,Largs Bay parkrun,40,30,65,45,25,0,25,40
2266,Largs Prom parkrun,5,10,45,10,30,0,25,35
1042,Larne junior parkrun,25,25,45,15,45,35,40,45
649,Larne parkrun,0,0,55,0,0,0,0,0
2024,Latchmere Rec junior parkrun,0,0,50,0,10,0,20,20
824,Laudium parkrun,0,0,50,0,0,0,15,30
499,Launceston parkrun,45,45,65,40,55,45,55,65
2464,Lavender Mill parkrun,0,0,45,0,0,0,0,5
736,Lawson parkrun,0,0,15,0,0,0,25,45
2558,Laytown Beach parkrun,0,0,35,0,0,0,0,0
1790,Lea Bridges junior parkrun,0,0,0,0,0,0,0,0
345,Leakin Park parkrun,0,25,100,30,55,0,65,70
169,Leamington parkrun,25,30,65,30,50,20,40,50
1837,Leatherhead junior parkrun,0,0,25,0,0,0,0,0
2339,Leavesden Country parkrun,0,0,60,0,0,0,5,15
299,Leavesden junior parkrun,0,0,0,0,0,0,0,0
1791,Leazes parkrun,55,55,70,50,80,50,75,75
966,Lee-on-the-Solent parkrun,0,0,50,0,0,0,0,5
913,Lees Road parkrun,0,0,80,0,5,0,35,45
2080,Leeton Sport and Recreation Precinct parkrun,50,55,80,50,80,50,75,80
1389,Leeupoort parkrun,20,25,60,20,45,15,50,60
1031,Leicester Victoria parkrun,5,25,75,25,50,10,55,55
1721,Leigh junior parkrun,0,0,0,0,0,0,0,0
259,Leighton Buzzard junior parkrun,0,0,30,0,0,0,0,0
1643,Leinpfad parkrun,65,60,65,50,75,75,80,85
926,Lesnes Abbey Woods junior parkrun,0,0,10,0,0,0,0,10
1358,Letchworth parkrun,0,0,0,0,0,0,0,0
2729,Letsatsi Lodge parkrun,0,0,65,0,0,0,20,35
779,Letterkenny parkrun,0,0,20,0,0,0,35,45
2299,Levengrove junior parkrun,5,15,50,10,40,15,40,40
1905,Levengrove parkrun,30,40,75,40,70,20,70,70
2200,Lewis Park Reserve parkrun,0,15,90,20,55,0,55,60
1924,Lews Castle parkrun,0,0,55,0,0,0,15,30
1012,Leybourne Lakes parkrun,0,0,0,0,0,0,0,0
1655,Leyton Jubilee junior parkrun,0,0,55,0,20,0,25,35
1889,Lichtenburg Raceway parkrun,70,65,85,70,80,55,75,80
2476,Lieberwalt Farm parkrun,15,15,45,15,20,15,25,35
1620,"Lillie parkrun, Ann Arbor",0,0,80,5,5,0,40,40
2255,Lillsjön parkrun,90,80,70,70,100,100,85,80
671,Lillydale Lake parkrun,5,5,50,20,30,5,25,30
897,Limavady parkrun,55,55,75,50,90,70,70,70
2286,Limepark Playing Fields parkrun,0,0,75,0,20,0,40,45
1044,Limerick parkrun,0,0,55,5,5,0,20,35
236,Lincoln parkrun,15,50,75,20,90,75,70,70
367,Linford Wood parkrun,0,0,20,0,0,0,0,0
2770,Lingwood Village Hall junior parkrun,0,0,40,0,0,0,0,0
1682,Lingwood parkrun,0,35,75,15,85,50,75,70
491,Linwood parkrun,0,20,95,30,30,0,50,50
822,Lismore parkrun,30,40,75,40,55,20,50,55
219,"Lister Park parkrun, Bradford",65,60,85,65,95,70,75,75
1234,Listowel parkrun,55,60,85,55,85,60,70,75
1201,Lithgow parkrun,0,0,45,0,0,0,0,5
723,Little Stoke junior parkrun,5,15,65,15,45,10,40,45
2293,Little Sugar Creek Greenway parkrun,30,35,65,30,60,30,50,60
1704,Littlehampton Prom parkrun,85,85,95,75,100,100,100,90
1499,Littleport parkrun,0,30,95,35,60,0,75,70
2308,Living Colour parkrun,0,0,50,0,10,0,15,35
415,Livingston parkrun,0,0,55,0,0,0,40,55
433,Livonia parkrun,60,60,75,50,90,65,80,85
1364,Llanerchaeron parkrun,40,40,85,45,80,20,70,75
2269,Llanishen Park parkrun,0,0,50,0,0,0,0,0
128,Lloyd junior parkrun,0,0,30,0,0,0,5,15
274,"Lloyd parkrun, Croydon",0,0,0,0,0,0,0,0
510,Llyn Llech Owain parkrun,0,0,65,0,0,0,15,30
347,Loch Leven junior parkrun,0,0,25,0,0,0,0,0
1541,Loch Leven parkrun,0,0,65,0,5,0,30,35
1665,"Loch Neaton parkrun, Watton",5,45,100,55,75,0,90,80
1691,Lochend Woods parkrun,10,40,100,50,55,10,65,60
1008,Lochiel parkrun,100,100,95,85,100,100,100,100
1473,Lochore Meadows parkrun,0,20,90,25,50,0,60,65
2589,Loftsgardsbrua parkrun,100,100,100,100,100,100,100,100
539,Logan River parkrun,85,75,70,60,100,95,85,90
252,London Fields junior parkrun,0,10,50,5,35,5,35,40
746,Lonehill parkrun,20,30,100,55,75,0,65,65
999,Long Eaton junior parkrun,0,0,50,0,30,0,20,25
338,Long Eaton parkrun,0,0,60,0,0,0,0,0
1245,Longford junior parkrun,0,0,15,0,0,0,0,0
1119,Longford parkrun,0,0,45,5,5,0,25,35
934,Longrun Meadow junior parkrun,0,0,30,0,0,0,0,0
664,Longrun Meadow parkrun,0,10,75,20,30,0,30,35
1573,Longton junior parkrun,0,0,40,0,10,0,10,15
2442,Lordship Rec Ground junior parkrun,0,0,0,0,0,0,0,0
2348,Lordship Recreation Ground parkrun,0,0,25,0,0,0,0,15
2789,Lost Lagoon parkrun,0,0,65,5,10,0,20,35
1308,Lota parkrun,0,0,55,0,0,0,0,0
2453,Lough Key junior parkrun,0,0,10,0,0,0,0,0
1112,Lough Key parkrun,0,0,90,10,30,0,50,55
1507,Lough Moss junior parkrun,0,5,65,15,45,0,30,30
2778,Loughmacrory parkrun,15,30,70,35,40,10,60,65
2068,Louis Hamon Park parkrun,20,25,60,20,45,15,50,60
1668,Louis Trichardt parkrun,0,10,50,10,25,0,30,35
2549,Lousberg parkrun,65,60,65,50,75,75,80,85
2524,Lovelace Primary School junior parkrun,0,0,30,0,0,0,0,0
409,Lower Hutt parkrun,0,0,80,20,35,0,30,45
980,Lowestoft parkrun,85,75,100,100,100,45,70,70
2779,Lucy Park parkrun,100,100,100,100,100,100,100,100
1070,Ludlow parkrun,0,0,0,0,0,0,0,0
1723,Luitpold parkrun,90,75,75,70,95,80,90,95
2836,Lukens parkrun,5,35,100,40,50,0,80,85
924,Lullingstone parkrun,0,0,40,0,0,0,0,0
2775,Lurgan Park parkrun,50,65,90,65,80,60,95,90
1387,Lurgan junior parkrun,20,15,45,15,35,5,20,30
2251,Lusk Sports Hub junior parkrun,0,0,15,0,0,0,0,0
139,Luton Wardown parkrun,50,55,80,50,80,50,75,80
2224,Lutterworth Country Park junior parkrun,0,0,55,0,0,0,0,5
933,Lydiard junior parkrun,0,0,25,0,0,0,0,0
155,Lydiard parkrun,0,15,50,15,25,5,35,40
1048,Lydney parkrun,0,0,25,0,0,0,0,0
717,Lyme Park parkrun,0,5,90,0,45,0,45,55
2751,Lyme Valley Parkway junior parkrun,15,20,50,15,35,20,35,40
296,Lymington Woodside parkrun,0,0,80,0,5,0,30,30
2463,Lynnfield parkrun,0,0,55,0,5,0,15,30
1039,Lytham Hall parkrun,0,5,75,10,15,0,45,55
1606,"Løvstien parkrun, Bergen",75,70,100,90,100,75,90,85
565,MUSA Cookstown parkrun,65,70,85,65,95,80,80,75
2015,Maaraue parkrun,25,25,45,20,30,30,40,50
1997,Maborikaigan yuhodo parkrun,35,30,45,25,40,35,50,60
1735,MacRosty junior parkrun,0,5,35,0,20,10,15,20
1409,Macclesfield parkrun,45,50,95,60,90,30,70,70
2793,Mace Ranch parkrun,0,0,70,0,0,0,20,35
647,Mackay parkrun,40,50,85,45,70,40,75,80
2678,Macquarie University parkrun,100,100,90,95,100,100,100,100
581,Macroom Castle Demesne parkrun,50,60,90,55,85,55,75,80
337,Maesteg parkrun,0,0,45,0,25,10,40,45
1385,Magherafelt junior parkrun,0,0,45,5,5,0,15,30
887,Maidenhead parkrun,0,0,35,0,0,0,0,0
171,Maidstone River Park parkrun,0,0,60,5,10,0,10,25
285,Main Beach parkrun,0,0,0,0,0,0,0,0
652,Maitland parkrun,0,0,50,0,10,0,40,50
1774,Malahide Castle junior parkrun,0,0,50,5,25,0,15,20
427,Malahide parkrun,0,0,65,0,0,0,15,30
1049,Maldon Prom junior parkrun,0,0,50,0,0,0,5,10
352,Maldon Prom parkrun,0,10,75,15,30,0,35,45
2065,Maleny Trail parkrun,0,0,50,0,0,0,0,0
1803,Mallards Pike parkrun,0,0,50,0,0,0,15,25
2628,Malling Rec parkrun,0,0,25,0,0,0,0,0
2429,Mallow Castle junior parkrun,0,0,10,0,0,0,0,0
1981,Mallow Castle parkrun,0,0,30,0,0,0,0,0
1254,Malmesbury parkrun,15,20,60,25,45,15,35,40
1408,Malmö Ribersborg parkrun,55,45,55,40,65,50,60,70
2109,Malvern Park junior parkrun,25,30,55,25,45,40,35,35
2819,Mamquam Spawning Trail parkrun,0,0,80,25,15,0,40,40
2621,"Mangawhero River Walk parkrun, Ohakune",15,35,95,35,40,5,50,60
698,Manjimup parkrun,5,10,40,10,10,0,25,40
1523,"Manor Field parkrun, Whittlesey",0,0,5,0,0,0,0,0
998,Manor Park junior parkrun,0,0,35,0,0,0,5,10
2587,"Manor Park junior parkrun, Glossop",0,0,25,0,10,0,10,20
