id,name,racing_chair,day_chair,off_road_chair,handbike,frame_runner,walking_frame,crutches,walking_stick
332,Pymmes parkrun,0,0,5,0,0,0,0,0
2759,Pyramid Hill Golf Trail parkrun,15,35,90,40,55,10,65,65
2477,Quakers Walk parkrun,0,0,0,0,0,0,0,0
703,Queanbeyan parkrun,30,45,75,40,70,50,65,65
577,Queen Elizabeth parkrun,0,0,75,0,0,0,10,25
1753,"Queen Elizabeth parkrun, Casino",0,5,70,10,25,0,40,50
2754,Queen Elizabeth’s Grammar School parkrun,0,0,0,0,0,0,0,0
1348,Queens Domain parkrun,0,0,70,5,0,0,35,45
2033,"Queens Park junior parkrun, Crewe",0,0,55,0,30,0,35,35
1351,Queenstown parkrun,15,35,95,35,40,0,50,60
1548,"Queen’s Parade junior parkrun, Aldershot",0,0,35,0,0,0,0,0
302,"Queen’s Park junior parkrun, Bolton",0,0,45,0,0,0,0,0
2625,"Queen’s Park junior parkrun, Brighton",30,30,45,20,50,45,45,45
184,"Queen’s Park junior parkrun, London",0,0,0,0,0,0,0,0
271,"Queen’s Park junior parkrun, Rochdale",0,0,0,0,0,0,0,0
407,"Queen’s parkrun, Belfast",0,5,70,15,20,0,35,45
1861,"Queen’s parkrun, Glasgow",65,70,85,60,100,80,85,85
692,Quinns Rocks parkrun,0,15,75,20,5,0,0,10
2638,Radnor Park junior parkrun,20,20,40,10,35,30,25,30
1302,Railton parkrun,0,0,55,0,5,0,15,30
2137,Railway Park parkrun,30,30,55,25,55,25,50,60
2711,Rainhill Farm parkrun,0,10,100,25,45,0,55,60
1392,Ramsbottom junior parkrun,50,45,55,35,75,75,60,55
350,Raphael parkrun,70,65,75,65,95,65,75,70
2459,Ravenswood Primary School junior parkrun,0,0,0,0,0,0,0,0
116,Reading parkrun,5,30,90,40,45,0,60,60
1658,Rec Plex North parkrun,0,0,65,0,0,0,5,20
2839,Red Hill Rail Trail parkrun,25,35,85,35,55,30,75,85
2462,Red Point Church parkrun,0,10,70,15,30,0,45,50
1593,Red Star parkrun,15,35,90,35,60,10,70,75
1145,Redcar junior parkrun,15,15,45,10,40,30,25,30
414,Redcar parkrun,15,15,55,20,45,25,25,25
771,Redcliffe parkrun,0,0,45,0,0,0,0,0
1243,Redland Bay parkrun,65,65,90,65,100,85,80,75
2792,Redmond Central Connector Trail parkrun,0,10,65,10,35,0,45,55
2176,Reeuwijkse Hout parkrun,0,10,55,10,30,0,20,35
434,Reigate Priory junior parkrun,0,0,60,0,5,0,20,25
734,Reigate Priory parkrun,0,0,0,0,0,0,0,0
2214,Rendlesham Forest parkrun,0,0,80,5,20,0,30,40
1142,Renmark parkrun,35,40,55,30,70,45,80,90
611,Renton parkrun,0,10,70,10,25,0,50,60
2586,Rex Jackson Oval parkrun,0,0,40,0,20,0,35,50
1307,Reynella East parkrun,0,5,70,10,20,0,35,40
1656,Rheinaue parkrun,95,85,90,85,100,100,100,100
2039,Rheinpark parkrun,0,0,45,0,0,0,10,25
940,Rhodes parkrun,70,70,90,65,100,80,90,90
1107,Richards Bay parkrun,0,0,35,0,0,0,0,0
1174,Richmond Olympic parkrun,75,90,100,100,100,90,100,100
103,Richmond parkrun,0,25,90,25,35,0,60,70
214,Rickmansworth parkrun,75,75,100,95,100,60,100,95
319,Riddlesdown parkrun,0,0,15,0,0,0,0,0
2577,Ridley Place Foreshore parkrun,85,90,100,85,100,95,100,100
1767,Riemer parkrun,65,60,65,50,75,75,80,85
680,"Rietvlei parkrun, JHB South",0,0,25,0,0,0,0,0
2079,Ringsend junior parkrun,0,0,25,0,15,5,15,20
2697,Rinko Park parkrun,35,30,45,25,40,20,45,60
493,Risdon Brook parkrun,0,0,45,15,15,0,25,35
707,Rising Sun parkrun,0,0,10,0,0,0,0,15
1501,River Oaks parkrun,75,95,100,90,100,90,100,100
2322,River Valley junior parkrun,0,0,15,0,0,0,0,0
1149,River Valley parkrun,0,0,55,5,5,0,20,35
1762,"River Valley parkrun, Edmonton",35,50,85,45,85,45,100,100
1834,Riverbank parkrun,50,55,75,55,75,45,75,70
176,Riverfront parkrun,80,80,85,70,100,100,100,100
2803,Riverlution parkrun,10,20,55,25,20,5,35,45
2034,Riverside Gardens junior parkrun,0,0,5,0,0,0,10,25
2275,Riverside Park parkrun,0,0,75,0,15,0,35,45
2804,"Riverside Park parkrun, Glenrothes",0,40,100,0,70,30,90,90
2830,Riverside Reserve parkrun,0,0,65,15,5,0,30,45
2514,Riverside Walk parkrun,0,0,45,0,5,0,15,25
1661,Riverside junior parkrun,0,5,50,0,30,0,30,40
1596,"Riverside junior parkrun, Ballymoney",0,0,60,0,0,0,0,0
1755,"Riverside junior parkrun, St Neots",0,0,0,0,0,0,0,0
438,Riverside parkrun,65,65,75,55,95,75,85,85
2448,"Riverside parkrun, Grand Rapids",35,45,80,40,80,35,75,80
2488,"Riverside parkrun, Kamloops",0,0,55,0,10,0,20,30
2367,Riversley Park junior parkrun,0,0,15,0,0,0,0,0
476,Riverway parkrun,75,70,80,60,85,80,70,75
1591,Riviera on Vaal parkrun,25,30,60,25,50,25,55,60
2321,Robelle Domain parkrun,50,45,90,60,90,25,65,70
2036,Roberts Park parkrun,0,25,90,5,50,5,60,65
1441,Robertson parkrun,0,0,0,0,0,0,0,0
1848,Rock Creek Trail parkrun,55,70,100,60,100,65,100,100
1951,Rockfield junior parkrun,0,10,50,5,35,5,35,40
630,Rockhampton parkrun,0,15,60,15,20,0,35,50
507,Rockingham parkrun,0,0,40,0,0,0,0,0
582,Rocks Riverside parkrun,75,75,85,65,95,85,80,85
1603,Roding Valley junior parkrun,0,0,0,0,0,0,0,0
197,Roding Valley parkrun,15,25,70,30,45,20,35,35
1919,Rogiet junior parkrun,0,0,45,0,0,0,0,0
1336,Rogiet parkrun,10,15,45,15,35,10,30,35
1405,Roma Pineto parkrun,20,15,45,15,25,5,25,40
651,Roma parkrun,0,15,80,20,35,0,45,50
436,Rondebosch Common parkrun,100,100,100,100,100,100,100,100
1296,Rondebult parkrun,0,0,45,0,0,0,25,40
413,Roodepoort parkrun,0,0,45,0,0,0,20,35
2456,Rooi Point Farm parkrun,0,0,55,0,0,0,0,0
251,Roosevelt Island DC parkrun,0,0,40,0,0,0,0,0
580,Root 44 parkrun,0,0,0,0,0,0,0,0
1190,Rooty Hill parkrun,100,100,100,100,100,100,100,100
1849,Ros Gregor Trail parkrun,100,100,100,85,100,100,100,100
1610,"Rose parkrun, Lenasia",95,80,95,85,100,100,95,90
1378,Rosebud parkrun,0,0,65,0,0,0,10,20
2235,Rosehill Victoria junior parkrun,0,0,10,0,0,0,0,0
2226,Rosensteinpark parkrun,65,60,65,50,75,60,75,85
1321,Roses parkrun,0,0,55,0,0,0,15,30
239,Rosliston parkrun,0,0,95,0,0,0,15,30
1800,Ross-on-Wye parkrun,0,0,45,0,0,0,0,5
343,Rossmere junior parkrun,35,35,60,30,60,50,50,50
157,Rostrevor parkrun,0,5,90,25,30,0,40,45
1944,Rothay Park parkrun,0,0,40,0,30,0,40,45
521,Rother Valley parkrun,0,20,100,40,55,0,65,65
520,Rotherham parkrun,15,35,85,35,75,15,75,75
325,Rothwell parkrun,40,60,100,60,85,35,85,85
134,Rouken Glen junior parkrun,65,55,75,55,85,75,65,65
2550,Round Lake junior parkrun,25,25,60,25,55,10,45,50
673,Roundhay junior parkrun,0,0,20,0,5,0,0,15
371,Roundhay parkrun,0,0,0,0,0,0,0,10
115,Roundshaw Downs parkrun,25,20,55,30,50,20,35,40
721,Rouse Hill parkrun,0,15,70,20,35,0,50,50
1700,"Royal Canal parkrun, Kilcock",0,0,45,0,0,0,5,20
226,Royal Tunbridge Wells parkrun,25,40,100,50,80,10,80,80
1331,Rubbenbruchsee parkrun,65,60,65,50,75,75,80,85
685,Ruchill parkrun,80,75,85,65,100,95,95,95
188,Rugby parkrun,0,0,0,0,0,0,0,0
1514,Ruimsig parkrun,0,0,50,0,15,0,20,35
1043,Rush junior parkrun,0,0,30,0,0,0,0,5
689,Rushcliffe junior parkrun,0,0,70,0,0,0,0,0
462,Rushcliffe parkrun,80,70,100,90,100,70,75,70
1028,Rushmere parkrun,0,0,40,0,0,0,0,0
747,Rushmoor parkrun,0,30,100,35,65,0,65,70
1207,Russborough parkrun,0,0,35,0,0,0,15,35
2140,Russell Park parkrun,10,20,65,20,35,0,45,55
2261,Ruthin Memorial Playing Fields parkrun,95,95,100,100,100,100,100,100
1497,Rutland Water junior parkrun,40,35,55,25,65,55,50,55
1014,Rutland Water parkrun,40,45,80,45,75,45,60,65
2691,Ryan Bonaminio parkrun,20,50,100,50,85,20,95,95
2256,Ryelands Park junior parkrun,0,5,50,0,30,0,30,40
2060,S.S. Koopa Trail parkrun,25,35,70,30,50,30,55,55
2500,SETU Arena parkrun,0,0,15,0,0,0,0,10
2696,Sabine parkrun,20,15,45,15,25,5,25,40
2818,Saigawa ryokuchi koen parkrun,35,30,45,25,40,35,50,60
1202,Saint-Paulin parkrun,60,70,95,65,95,75,95,95
1863,Salcey Forest parkrun,0,0,45,0,0,0,0,0
1152,Sale Water parkrun,0,5,75,10,15,0,45,55
700,Sale parkrun,5,15,50,15,15,0,25,40
1455,Salento parkrun,0,0,20,0,0,0,0,10
310,Salford junior parkrun,0,0,40,0,0,0,0,15
2400,Salisbury Field junior parkrun,0,0,35,0,0,0,0,10
952,Salisbury parkrun,45,65,100,65,90,50,95,90
2668,Salmon Creek Trail parkrun,15,35,90,35,60,15,70,75
1785,Salt Hill junior parkrun,0,0,40,0,0,0,0,15
1051,Saltaire junior parkrun,65,45,65,55,85,75,60,55
1847,Saltwell junior parkrun,20,20,40,10,35,30,25,30
2667,Samford Parklands parkrun,0,0,95,0,0,0,20,25
1338,San Remo parkrun,55,45,50,35,65,55,55,65
1592,"Sand River parkrun, Virginia",0,0,60,0,0,0,5,20
2046,Sandall Park junior parkrun,0,0,35,0,0,0,0,15
627,Sandall Park parkrun,20,30,70,30,45,15,45,50
480,Sandgate parkrun,45,45,90,50,85,25,65,70
1911,Sandhurst Memorial parkrun,0,0,80,0,0,0,0,10
546,Sandon Point parkrun,0,0,40,0,0,0,0,0
2125,Sandringham parkrun,0,0,95,5,0,0,15,15
370,Sandwell Valley parkrun,0,0,30,0,0,0,0,0
2133,Sandy Water parkrun,10,10,65,20,30,0,20,30
1867,Sanukikodomonokuni parkrun,35,30,45,25,40,35,50,60
2337,Sanuma koikikoen Kanouen parkrun,35,30,45,25,40,35,50,60
1214,Sardinia Bay parkrun,0,0,60,0,0,0,10,25
2208,Sasolburg Stadium parkrun,75,65,95,75,100,45,90,85
455,Savill Garden junior parkrun,0,0,35,0,0,0,0,0
2574,Scarborough parkrun,0,0,10,0,0,0,0,25
1995,Schoterbos parkrun,5,20,75,25,50,0,50,60
1568,Schwanenteich parkrun,65,60,65,50,75,75,80,85
2844,Schönbusch parkrun,30,30,55,25,35,30,45,55
2335,Scribbly Gums Conservation parkrun,20,20,65,30,45,20,50,55
519,Scunthorpe parkrun,40,70,100,75,100,55,100,95
1553,Seacliff Esplanade parkrun,30,25,40,20,35,30,30,35
1663,Seaford Beach parkrun,70,70,95,65,100,80,80,80
596,Seaton parkrun,0,5,45,5,15,0,15,20
2639,Seaview parkrun,50,45,65,40,60,45,55,65
829,Secunda parkrun,0,0,60,5,10,0,10,25
1026,Sedgefield junior parkrun,0,0,40,0,0,0,0,0
411,Sedgefield parkrun,0,0,35,0,0,0,0,10
1556,Seewoog parkrun,40,55,90,50,70,45,90,95
1330,Selby parkrun,0,10,90,20,45,0,45,50
2491,Sence Valley Forest Park parkrun,0,0,45,0,0,0,0,5
1672,Senekal parkrun,0,0,60,0,0,0,5,20
2368,Seotlong Agriculture School parkrun,0,0,55,0,5,0,15,30
2664,Serengeti Estate parkrun,0,0,45,0,0,0,0,15
2415,Settlers Park parkrun,0,0,65,0,0,0,15,20
1892,Seven Fields parkrun,0,0,0,0,0,0,0,0
1509,Severn Bridge parkrun,60,60,75,50,90,65,80,85
1775,Severn Valley Country parkrun,0,0,50,0,0,0,0,5
395,Sewerby parkrun,0,0,0,0,0,0,0,0
1533,Seymour Park junior parkrun,25,25,45,15,45,35,40,45
918,Shanganagh parkrun,0,30,70,5,75,40,65,65
2390,Sharpham Estate parkrun,0,0,85,0,0,0,35,45
2049,Sharpham Road Playing Fields parkrun,0,0,0,0,0,0,0,0
2780,Shaw Cherry Hill Farm parkrun,0,0,70,15,10,0,30,35
1839,Shawnigan Hills parkrun,0,25,100,10,70,0,95,95
2479,Sheep River parkrun,0,0,35,0,0,0,0,15
617,Sheffield Castle parkrun,35,45,80,45,85,50,70,65
1844,Sheffield Olympic Legacy Park junior parkrun,0,0,40,0,5,0,5,15
1438,Shelbourne junior parkrun,0,0,25,0,15,5,15,20
1169,Shelley parkrun,65,55,75,55,70,40,55,65
785,Shellharbour parkrun,0,0,0,0,0,0,0,0
532,Shepparton parkrun,80,80,85,70,95,95,85,80
227,Shepton Mallet parkrun,50,60,80,60,75,60,80,70
2627,Sheriff Creek Wildlife Sanctuary parkrun,0,15,80,20,40,0,50,60
479,Sheringham parkrun,0,0,0,0,0,0,0,0
1011,Sherwood Pines parkrun,0,0,90,20,25,0,40,45
2091,Sherwood Reserve parkrun,35,30,45,25,40,50,55,60
2634,Shibamata koen kadan parkrun,35,30,45,25,40,35,50,60
2099,Shingashigawa Ukima parkrun,35,30,45,25,40,35,50,60
2755,Shinhinoo koen parkrun,35,30,45,25,40,35,50,60
1754,Shipley Country junior parkrun,0,0,25,0,0,0,0,0
213,Shipley Country parkrun,0,0,75,0,0,0,5,20
1535,Shipwreck parkrun,50,55,80,50,80,50,75,80
2054,Shirahama koen parkrun,35,30,45,25,40,35,50,60
1727,Shiraz Trail parkrun,0,10,75,10,30,0,40,50
579,Shongweni parkrun,0,15,85,30,45,0,55,55
564,Shorne Woods parkrun,0,0,75,0,5,0,15,20
208,Shrewsbury junior parkrun,0,5,60,5,25,0,20,30
626,Shrewsbury parkrun,30,45,90,45,75,30,65,70
119,Silksworth parkrun,70,70,75,60,100,85,90,85
2485,Silloth Promenade parkrun,0,5,35,5,20,0,20,25
1594,Silveroaks parkrun,0,0,60,0,0,0,10,25
2681,Simmons Park parkrun,0,20,85,25,40,0,60,65
687,Singleton parkrun,5,10,35,5,35,5,50,65
1702,Sippo Lake parkrun,0,0,70,0,0,0,5,20
2724,Sir James Mitchell parkrun,45,40,70,45,65,15,55,65
1067,Sirromet parkrun,0,0,45,0,0,0,0,5
1077,Sittingbourne parkrun,0,0,30,0,0,0,0,0
1374,Sixfields Upton parkrun,0,0,35,0,0,0,10,30
1781,Sixmilewater parkrun,55,60,95,60,95,40,90,90
1549,Sizewell parkrun,0,0,0,0,0,0,0,0
1273,Skatås parkrun,55,45,55,40,65,50,60,70
195,Skelmersdale junior parkrun,0,5,50,0,30,0,30,40
2284,Skien Fritidspark parkrun,100,100,100,95,100,100,100,100
2650,Skinadin parkrun,0,5,80,15,15,0,50,60
623,Skipton parkrun,0,0,0,0,0,0,0,0
2744,Sky River Path parkrun,25,35,70,35,55,25,50,55
2020,Slades junior parkrun,40,35,55,25,65,55,50,55
892,Sligo parkrun,0,0,20,0,0,0,0,0
1726,Sloughbottom parkrun,30,45,80,40,75,35,70,70
1695,Snowden Field parkrun,0,0,25,0,0,0,0,0
1887,Soham Village College parkrun,0,20,75,25,45,0,45,50
1623,Somerdale Pavilion parkrun,0,20,95,30,45,0,60,60
2088,Somerset East parkrun,0,0,40,0,0,0,0,10
1999,Sonsbeek parkrun,35,35,55,35,50,40,40,45
481,South Bank parkrun,15,15,50,10,20,5,15,30
2273,South Beach Estate junior parkrun,0,0,45,0,0,0,0,0
2169,South Beach Recreation Reserve parkrun,0,0,30,0,0,0,0,0
1373,South Boulder Creek parkrun,30,50,100,55,80,35,75,75
2706,South End Reserve parkrun,0,0,35,0,0,0,20,40
790,South Manchester junior parkrun,0,0,85,5,10,0,25,30
124,South Manchester parkrun,30,40,80,40,70,25,65,70
297,South Norwood parkrun,0,0,80,10,5,0,15,25
894,South Oxhey parkrun,15,35,85,35,75,15,75,75
2090,South Para Reservoir parkrun,30,30,75,40,55,20,55,60
1520,South Park junior parkrun,0,0,40,0,0,0,0,15
460,South Shields parkrun,40,65,100,60,90,45,95,95
1424,South Toowoomba parkrun,65,60,60,50,80,80,65,65
1365,South Woodham Ferrers parkrun,0,10,80,15,30,0,40,50
2187,Southall parkrun,60,50,80,70,80,40,60,55
2192,Southampton Common junior parkrun,0,5,45,10,10,5,20,20
674,Southampton junior parkrun,0,0,60,0,0,0,20,30
154,Southampton parkrun,100,95,100,100,100,100,100,100
392,Southend parkrun,0,0,35,0,0,0,0,0
2246,Southern Highlands Botanic Gardens parkrun,60,60,85,60,90,55,80,80
2699,Southern Path parkrun,75,70,80,60,85,80,70,75
2629,Southern Town junior parkrun,0,0,60,0,15,0,30,35
300,Southport parkrun,85,80,85,70,100,100,100,95
181,Southsea parkrun,40,30,40,25,65,25,65,80
512,Southwark parkrun,90,100,100,100,100,100,100,100
384,Southwick Country parkrun,0,10,65,20,35,0,35,40
2660,Spanish Banks Beach parkrun,0,0,30,0,0,0,0,0
2040,Spencer Park junior parkrun,20,25,50,20,40,30,40,40
1871,Speyer Leinpfad parkrun,35,30,40,20,40,40,45,55
2532,Spiceball Country Park junior parkrun,0,0,0,0,0,0,0,0
2201,Spindle Tree parkrun,0,5,70,10,25,0,40,50
2152,Sport Ireland Campus parkrun,0,15,70,20,35,0,50,50
2067,Sportpark Rems parkrun,30,40,75,35,55,35,75,80
2679,Spring Rock parkrun,0,15,80,25,25,0,60,60
1133,Springbok parkrun,0,0,30,0,0,0,0,10
2165,Springburn junior parkrun,0,0,15,0,0,0,0,0
739,"Springburn parkrun, Glasgow",0,0,65,0,30,0,40,45
1180,Springs parkrun,0,0,15,0,0,0,0,0
1809,Squerryes Winery parkrun,0,0,35,0,0,0,0,0
185,St Albans parkrun,0,5,70,15,20,0,30,35
327,St Andrews parkrun,0,0,60,0,0,0,25,35
1216,St Anne’s junior parkrun,0,0,25,0,0,0,0,0
619,St Anne’s parkrun,40,35,75,40,65,20,40,50
606,St Francis parkrun,75,60,55,45,90,90,65,70
1315,St George parkrun,70,80,100,70,100,80,100,100
2665,St George’s parkrun,100,95,85,95,100,100,100,100
225,St Helens parkrun,0,5,50,15,45,0,50,60
793,St Lucia parkrun,0,15,100,30,50,0,60,65
1994,St Mary’s Campus junior parkrun,25,25,45,15,45,35,40,45
1777,St Mary’s parkrun,0,5,80,15,35,0,40,45
2096,St Nicholas junior parkrun,35,30,45,25,40,50,55,60
2841,St Patrick’s Lane parkrun,0,0,80,5,15,0,50,60
121,St Peters parkrun,100,85,80,85,100,100,95,95
1930,"Stadspark parkrun, Groningen",0,0,100,25,35,0,35,35
2481,"Stadspark parkrun, Sittard",0,0,35,0,0,0,5,20
2404,Stadtpark parkrun,65,60,65,50,75,75,80,85
2663,"Stadtpark parkrun, Chemnitz",65,60,65,50,75,75,80,85
2495,"Stadtpark parkrun, Graz",65,60,65,50,75,75,80,85
927,Stamford Park parkrun,0,0,0,0,0,0,0,0
1343,Standerton parkrun,0,15,70,20,35,0,50,50
339,Stanley Park junior parkrun,0,0,35,0,0,0,0,0
668,Stanthorpe parkrun,80,85,100,75,100,90,100,100
1442,Stavanger parkrun,35,30,65,30,45,30,35,45
1363,Staveley junior parkrun,0,0,40,0,0,0,5,10
1563,Stebonheath parkrun,0,5,70,10,25,0,40,50
1576,Sterkfontein parkrun,0,0,50,0,5,0,15,30
288,Stevenage junior parkrun,0,0,35,0,0,0,5,10
360,Stevenage parkrun,0,0,30,0,0,0,0,0
1582,"Stevens Park junior parkrun, Wollescote",0,0,35,0,0,0,0,0
445,"Stewart parkrun, Middlesbrough",40,45,65,40,70,50,60,60
2190,Stilbaai West Beach parkrun,0,0,55,0,0,0,10,25
787,Stirling junior parkrun,0,0,25,0,0,0,0,0
2364,Stockley Country parkrun,0,25,85,35,50,0,70,65
827,Stockton parkrun,15,15,55,15,40,10,30,40
316,Stokes Bay junior parkrun,5,5,40,0,25,15,10,20
281,Stonehaven parkrun,0,0,50,0,0,0,20,30
1379,Stonehouse junior parkrun,0,0,0,0,0,0,0,0
402,Stonehouse parkrun,0,0,0,0,0,0,0,0
722,Stones Corner parkrun,100,100,100,95,100,100,100,100
2333,Stopline Way junior parkrun,0,0,25,0,5,0,5,20
2113,Storeys Field parkrun,35,45,80,50,70,50,70,60
986,Stormont parkrun,0,5,75,20,15,0,35,40
2264,Stowmarket Recreation Ground junior parkrun,0,0,20,0,0,0,0,0
1802,"Stratford Park parkrun, Stroud",0,0,20,0,0,0,0,5
1770,Stratford-upon-Avon Rec junior parkrun,10,15,50,10,30,10,30,40
1071,Stratford-upon-Avon parkrun,25,45,90,45,70,30,80,75
1141,Strathalbyn parkrun,50,45,65,40,80,55,65,70
2599,Strathaven junior parkrun,40,45,70,40,60,50,55,55
244,Strathclyde parkrun,5,0,35,5,25,0,20,35
1795,Strathcona Island parkrun,10,45,100,60,65,0,80,75
1448,Street parkrun,0,0,35,0,30,0,45,55
1033,Stretford parkrun,0,0,100,0,30,0,50,55
1557,Strokestown parkrun,0,0,35,0,0,0,0,10
1087,Studley parkrun,0,20,70,20,25,0,50,60
836,Stutterheim parkrun,0,0,80,5,15,0,35,45
2769,Sun City parkrun,20,25,60,20,45,15,50,60
1304,Sunbury parkrun,35,40,60,35,45,35,55,65
1683,Sunny Hill parkrun,80,85,100,75,100,90,100,100
503,Sunrise-on-Sea parkrun,0,0,50,0,0,0,0,0
2498,Sunset Hills Shitasanbashi parkrun,35,30,45,25,40,35,50,60
2150,Sunshine Beach parkrun,35,30,45,25,40,35,50,60
2730,Surat Memorial Park parkrun,100,100,95,90,100,100,100,100
983,Surbiton junior parkrun,0,0,55,0,0,0,0,0
1037,Surfers Paradise parkrun,25,30,60,30,50,20,50,55
2151,Susquehanna Riverwalk parkrun,55,60,85,55,85,60,70,75
2120,Sutcliffe parkrun,0,5,50,10,5,0,15,20
1939,Sutton Lawn junior parkrun,0,0,70,0,5,0,10,20
1899,Sutton Manor parkrun,0,0,55,0,0,0,0,15
1537,Sutton Park parkrun,15,40,100,45,70,0,80,80
820,Swadlincote junior parkrun,0,15,70,20,20,0,10,20
1447,Swaffham parkrun,0,0,65,5,35,0,30,35
1228,Swakopmund parkrun,30,30,55,25,55,25,50,60
2155,Swanley parkrun,10,35,100,35,75,15,75,75
2561,Swanscombe Heritage Park junior parkrun,0,0,40,0,20,0,15,25
994,Swansea Bay parkrun,45,45,75,40,75,50,60,65
1957,Swansea Prom junior parkrun,10,10,45,5,30,20,20,25
1280,Swellendam parkrun,40,55,100,60,65,45,75,75
2188,Talkin Tarn Country Park parkrun,0,0,65,0,20,0,30,35
2402,Tallangatta Station parkrun,0,0,45,0,0,0,25,40
2083,Tamagawa chuo koen parkrun,35,30,45,25,40,20,45,60
833,Tamar Lakes parkrun,0,15,85,25,40,0,45,50
148,Tamar Trails parkrun,0,0,55,10,20,0,15,30
710,Tamborine Mountain parkrun,0,0,65,0,0,0,25,35
1300,Tampere parkrun,60,50,50,40,70,80,65,65
2503,Tamworth Castle Grounds parkrun,75,80,95,75,100,100,85,75
1543,Tamworth Wetlands parkrun,0,15,70,15,15,0,40,50
562,Tamworth parkrun,50,50,75,45,85,60,65,70
1197,Tannum Sands parkrun,20,30,70,30,45,15,45,50
1962,Tapijn parkrun,55,40,50,40,60,40,25,30
875,Taree parkrun,85,75,70,60,100,95,85,90
1036,Taupō parkrun,100,90,80,75,100,100,100,100
676,Tauranga parkrun,0,0,30,0,0,0,0,0
1786,Tawd Valley parkrun,0,0,40,0,0,0,0,0
2807,Te Awa parkrun,100,100,100,100,100,100,100,100
1993,Ted Scobie Oval parkrun,60,50,50,40,70,65,60,65
2449,Teifi Marshes Nature Reserve parkrun,55,55,70,50,80,50,75,75
1586,Teignmouth Promenade parkrun,0,0,15,0,0,0,0,0
972,Telford junior parkrun,20,25,55,20,40,30,30,35
504,Telford parkrun,50,50,100,70,95,30,75,75
852,Temple Newsam junior parkrun,25,25,45,15,45,35,40,45
511,Temple Newsam parkrun,40,60,100,70,85,45,100,95
1200,Templemore parkrun,5,5,30,0,40,15,40,55
2130,Tennogawa koen parkrun,35,30,45,25,40,35,50,60
1615,Terme parkrun,20,15,45,15,25,5,25,40
2614,Terra Nova parkrun,0,0,55,10,0,0,10,30
1654,Terry Hershey parkrun,55,70,100,60,100,65,100,100
1742,Tetbury Goods Shed parkrun,0,0,5,0,0,0,0,0
965,Tewkesbury parkrun,0,0,25,0,0,0,0,0
2414,"Thames Path parkrun, Woolwich",20,45,100,50,70,30,65,65
2093,The Avenues parkrun,0,0,55,0,5,0,15,30
873,The Beaches parkrun,0,0,0,0,0,0,0,0
2158,"The Cinder Track parkrun, Whitby",0,0,65,0,0,0,5,20
1105,The Entrance parkrun,70,70,90,65,100,80,90,90
2603,The Fisherman‘s Walk parkrun,0,10,40,10,20,0,35,40
2043,"The Grand Canal Way parkrun, Tullamore",30,30,55,25,55,25,50,60
2295,The Great Field junior parkrun,0,0,0,0,0,0,0,0
2154,The Great Field parkrun,0,0,50,5,25,0,25,30
1842,"The Leas parkrun, Minster",30,30,70,40,55,35,50,50
182,The Meadows junior parkrun,30,40,70,35,65,45,60,55
1744,"The Mystery junior parkrun, Wavertree",10,15,55,15,30,25,15,15
2399,The Old Rail Trail junior parkrun,0,0,35,0,0,0,0,15
1782,The Old Showfield parkrun,70,75,100,100,100,80,100,100
1650,The Pastures parkrun,0,0,75,10,15,0,30,30
2833,The Phar Lap Track parkrun,30,40,85,40,55,25,65,70
2635,The Plens parkrun,0,0,0,0,0,0,0,0
938,The Ponds parkrun,70,70,90,65,100,80,90,90
2330,The Reeds parkrun,0,0,30,0,0,0,0,0
2095,The Station Yard junior parkrun,0,0,0,0,0,0,0,0
1062,The Terrace parkrun,0,0,55,0,0,0,15,25
1395,The Wammy parkrun,30,35,80,40,70,5,55,65
1784,The Waterfront junior parkrun,60,60,80,50,90,80,75,75
1783,"The Wirral Way junior parkrun, Parkgate",0,0,40,0,0,0,0,10
509,Thetford parkrun,0,0,80,10,30,0,35,45
1878,Third Creek Greenway parkrun,90,90,95,75,100,100,100,100
1732,Thomas Mills parkrun,0,0,80,0,15,0,40,40
2504,Thonock Lane Farm parkrun,0,0,0,0,0,0,0,0
378,Thornbury parkrun,0,0,10,0,0,0,0,0
2017,Thorndon junior parkrun,0,0,25,0,10,0,10,20
2421,Thornham Walks parkrun,0,0,35,0,0,0,0,0
2472,Thorp Perrow parkrun,0,0,30,0,0,0,0,0
2732,Thoulstone parkrun,0,0,35,0,0,0,0,10
1079,Thousand Hills parkrun,0,0,0,0,0,0,0,0
2636,Three Brooks parkrun,70,70,80,60,100,85,100,100
2781,Three Rivers Heritage Trail parkrun,0,10,60,10,35,0,60,75
1009,"Thurrock parkrun, Orsett Heath",35,35,55,30,60,35,55,60
1410,Thurso parkrun,35,40,65,35,60,40,55,55
2272,Tidworth parkrun,0,0,70,0,0,0,0,10
1191,Tilgate junior parkrun,0,0,10,0,0,0,0,0
430,Tilgate parkrun,0,0,0,0,0,0,0,0
1238,Timboon parkrun,0,0,0,0,0,0,0,0
1267,Tinley Manor parkrun,0,0,50,0,0,0,0,0
1587,Tokoinranta parkrun,100,100,100,100,100,100,100,100
1325,Tolka Valley parkrun,75,75,95,70,100,90,85,85
567,"Tollcross parkrun, Glasgow",70,65,85,70,90,40,80,80
2617,"Tollgate Farm Park parkrun, baqʷab",10,35,90,35,50,10,70,75
1109,Tolson junior parkrun,0,0,45,0,0,0,5,10
344,Tonbridge junior parkrun,0,0,60,0,20,0,30,30
